start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
Actual,1/6/2022,Myanmar,"It affected more than one city in the same state, province, or region","Loikaw, Demoso, Bawlakhe, Hpasawng, and Mese townships in Kayah State",Shutdown,Mobile,Full network,Military,Military junta,Conflict,Deliberate infrastructure attacks or targeted disruptions in an active conflict zone,CSO KIO partners,https://progressivevoicemyanmar.org/wp-content/uploads/2022/06/Internet-Shutdown-Athan-May-2022-Eng.pdf,Ongoing,,,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Yes,,,No,,Mobile internet has been virtually inaccessible for most of 2022 in Kayah State since Jan. 6 for Loikaw and Feb. 1 for at least 4 other townships. The shutdowns are ongoing.,,APAC
Actual,1/9/2022,India,"It only affected one city, county, or village","Kulgam, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/06(TSTS)of2022.pdf,Ended,1/10/2022,2,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/06(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Kulgam from 17:00 on Jan. 9 to 13:00 on Jan. 10.,,APAC
Actual,1/9/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/05(TSTS)of2022.pdf,Ended,1/11/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/05(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 9 and Jan. 11.,,APAC
Estimated,1/10/2022,Burkina Faso,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,Mobile,"Full network, Service-based",Executive government,,Political instability,A failed coup attempt caused the Burkina Faso government to allegedly shutdown mobile internet between January 10th-11th and block Facebook for around 2 weeks.,News media article,https://afriksoir.net/burkina-faso-internet-encore-coupe-au-lendemain-sommet-cedeao/; https://pulse.internetsociety.org/shutdowns/second-shutdown-in-a-month-in-burkina-faso,Ended,1/24/2022,15,National security/ Counter-terrorism,"The mobile shutdown between January 10-11 was never acknowledged, however, government spokesman Alkassoum Maiga said the Facebook blocking was justified due to national security concerns",Yes,No,,https://www.aa.com.tr/en/africa/burkina-faso-restricts-facebook-after-internet-outages/2480343,"Government spokesman Alkassoum Maiga: ""the national interest must be above our particular interests""",Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,"Burkina: Orange, Burkina: Telecel (Planor afrique), Burkina: Telmob (Onatel)",No,,,No,Unknown,Unknown,,,No,,Political upheaval and a failed coup attempt prompted a mobile internet shutdown for around half a day and Facebook blocking for around two weeks. The government acknowledged and tried to justify the Facebook blocking.,https://www.accessnow.org/burkina-faso-internet-shutdown/,Africa
Actual,1/12/2022,India,"It only affected one city, county, or village",Itanagar,Shutdown,Mobile,Full network,State government,"Government of Arunachal Pradesh, Office of the District Magistrate",Protests,All Nyishi Youth Association announced a bandh call for 36 hours effective 1/13/2022,CSO KIO partners,https://twitter.com/netshutdowns/status/1481559939793715202; https://arunachal24.in/itanagar-48-hr-internet-shutdown-over-anya-bandh-call/,Ended,1/14/2022,3,Precautionary measure,"""to prevent occurrence of serious law and order problems during the proposed 36 hrs Bandh call""",Yes,Yes,"Order No.DM/ICC/01/2021, declared Bandh call illegal on the basis of the judgment of the Supreme Court of India in Civil Appeal No.7728/29 of 1997 (CPI vrs Bharat Kumar and others)",,,No,No,No,No,No,,No,No,"India: Airtel (Bharti Airtel), India: BSNL, India: Reliance Jio (Reliance Industries), India: Vodafone Idea",No,,,No,No,No,,,Yes,,"All Nyishi Youth Association planned a bandh for 36 hours effective 1/13/2022, prompting the government to order a shutdown starting 17:00 1/12/2022 to 17:00 1/14/2022 (local time).",,APAC
Actual,1/12/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/07(TSTS)of2022.pdf,Ended,1/14/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/07(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 12 and Jan. 14.,,APAC
Actual,1/15/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/08(TSTS)of2022.pdf,Ended,1/17/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/08(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 15 and Jan. 17.,,APAC
Actual,1/18/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/09(TSTS)of2022.pdf,Ended,1/20/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/09(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 18 and Jan. 20.,,APAC
Actual,1/20/2022,Yemen,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Saudi-led coalition (SLC),Conflict,Airstrikes by the SLC on the port city of Hudaydah cause a nationwide blackout of YemenNet for four days,CSO KIO partners,https://shutdowns.yodet.org/2022; https://twitter.com/DougMadory/status/1485958471233200128,Ended,1/24/2022,5,Unknown,,Unknown,,,,,No,No,No,No,No,,Unknown,Unknown,Yemen: YemenNet,Yes,https://www.alaraby.co.uk/entertainment_media/%D8%B9%D9%88%D8%AF%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%8A%D9%85%D9%86-%D8%A8%D8%B9%D8%AF-%D8%A7%D9%86%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D8%B3%D8%AA%D9%85%D8%B1-4-%D8%A3%D9%8A%D8%A7%D9%85,,No,Yes,Yes,,,No,,"According to Houthi authorities, the Saudi-led Coalition (SLC) led airstrikes on the port city of Hudaydah, targeting a telecommunications building which triggered a nationwide internet blackout for four days.",https://www.accessnow.org/yemen-internet-shutdown-statement/,MENA
Actual,1/21/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/10(TSTS)of2022.pdf,Ended,1/23/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/10(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 21 and Jan. 23.,,APAC
Actual,1/23/2022,Burkina Faso,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Unknown,,Political instability,The shutdown coincided with a coup d'etat launched by the military that removed the president from power and dissolved the parliament and constitution.,CSO KIO partners,https://blog.cloudflare.com/internet-disruption-in-burkina-faso/; ,Ended,1/24/2022,2,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Unknown,"Burkina: Orange, Burkina: Telecel (Planor afrique), Burkina: Telmob (Onatel), FasoNet",No,,,No,Yes,Unknown,,,No,,"The ~35 hour shutdown, affecting mobile and broadband services, occurred as a military uprising toppled the government. No government officials or ISPs acknowledged the shutdown.",https://www.accessnow.org/burkina-faso-internet-shutdown/,Africa
Actual,1/24/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/11(TSTS)of2022.pdf,Ended,1/26/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/11(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 24 and Jan. 26.,,APAC
Actual,1/26/2022,India,"It affected more than one city in the same state, province, or region",Kashmir Valley,Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Religious holiday/anniversary,,Other,https://jkhome.nic.in/pdf/12(TSTS)of2022.pdf,Ended,1/26/2022,1,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/12(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,Ethnic minorities,,No,,Mobile internet was suspended across the Kashmir Valley during Republic day celebrations.,,APAC
Actual,1/27/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/13(TSTS)of2022.pdf,Ended,1/29/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/13(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 27 and Jan. 29.,,APAC
Actual,1/30/2022,India,"It only affected one city, county, or village","Pulwama, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/14(TSTS)of2022.pdf,Ended,1/30/2022,1,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/14(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Pulwama from 01:45 to 18:50 on Jan. 30.,,APAC
Actual,1/30/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/15(TSTS)of2022.pdf,Ended,2/1/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/15(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Jan. 30 and Feb. 1.,,APAC
Actual,2/2/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/16(TSTS)of2022.pdf,Ended,2/4/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/16(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Feb. 2 and Feb. 4.,,APAC
Actual,2/5/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/17(TSTS)of2022.pdf,Ended,2/7/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/17(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Feb. 5 and Feb. 7.,,APAC
Estimated,2/6/2022,Pakistan,"It only affected one city, county, or village","Panjgur, Balochistan",Shutdown,"Broadband, Mobile",Full network,Unknown,,Conflict,Originally due to fighting between the Pakistani army and Baloch separatist troops,News media article,https://www.indianarrative.com/world-news/pakistan-launches-information-war-against-baloch-nationalists-blocks-internet-after-heavy-fighting-in-pak-military-camps-31534.html; https://www.pakistanpressfoundation.org/internet-access-in-panjgur/; https://thebalochistanpost.net/2023/03/protest-against-a-year-long-internet-shutdown-in-panjgur/; https://tribune.com.pk/letter/2254764/panjgur-without-internet; https://www.eurasiareview.com/10032024-balochistan-path-to-harmony-and-prosperty-in-panjgur-district-analysis/,Ongoing,,,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,"The internet was shut down in Panjgur, Balochistan since at least Feb. 2022, and it is ongoing as of Mar. 2024. The Balochistan Liberation Army (BLA) engaged Pakistan's Frontier Corps (FC) in early Feb. 2022, leading to high military casualties on both sides and the suspension of mobile internet indefinitely for the city.",,APAC
Estimated,2/7/2022,India,"It affected more than one city in the same state, province, or region","Hazaribagh, Giridih, Chatra, and Kodarma Districts, Jharkhand",Shutdown,"Broadband, Mobile",Full network,State government,,Communal violence,"Clashes took place during a procession in Jharkhand, prompting officials to impose a shutdown",CSO KIO partners,https://www.medianama.com/2022/02/223-internet-shutdown-24-hours-jharkhand-district/,Ended,2/8/2022,2,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Unknown,,Yes,https://twitter.com/NetShutdowns/status/1490551992845955072,"""As per government instructions Internet services have been stopped in your area till further notice""",No,Yes,Unknown,,,No,,"Mobile and broadband services were cutoff for 24 hours in 4 districts of Jharkhand starting around 04:00 on Feb. 7. Users received a message once the shutdown happened, but received no advanced warning, and sources within local telcos said the shutdown was requested on an ""unofficial"" government order.",,APAC
Actual,2/8/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/18(TSTS)of2022.pdf,Ended,2/10/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/18(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Feb. 8 and Feb. 10.,,APAC
Actual,2/8/2022,Turkmenistan,"It affected locations in more than one state, province, or region","Nationwide, especially Ashgabat",Throttle,Mobile,Full network,Executive government,,Information control,"Preparation for the upcoming Extraordinary Meeting of the Halk Maslahaty Milli Gengesh (National Council of the People’s Council) of Turkmenistan to be held February 11, in which delegates from the Regions of the country will participate online.",News media article,https://rus.azathabar.com/a/31694427.html,Ended,2/9/2022,2,Unknown,,No,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,VPN services; IMO messenger,No,No,"Turkmentelecom, AGTS (Ashgabat City Telephone Network)",No,,,No,No,No,Youth,"Students faced expulsion for accessing banned sites and social media platforms, and were forced to cooperate with the Ministry of National Security",No,,"Mobile internet was throttled across Turkmenistan, especially Ashgabat, on Feb. 8 through Feb. 9, in preparation for the upcoming extraordinary meeting of the Halk Maslakhaty. VPNs were impossible to connect to, and the Imo messenger was blocked.",,EECA
Actual,2/11/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/19(TSTS)of2022.pdf,Ended,2/13/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/19(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Feb. 11 and Feb. 13.,,APAC
Estimated,2/11/2022,Oman,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=OM&since=2022-01-01&until=2022-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion,Ongoing,,,Unknown,,No,No,,,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in Oman since at least Feb. 11, 2022, and the block is ongoing into 2024. The blocking is currently implemented by means of TLS interference.",,MENA
Actual,2/12/2022,Myanmar,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,Mobile,Full network,Military,Military junta,Protests,"A livestreaming of the 75th anniversary of the Panglong Agreement by the exiled National Unity Government (NUG). A nationwide mobile internet shutdown was imposed from 4 am to 11 am to prevent anti-junta protests on “Union Day” which was named by the successive authoritarian regime, observed on 12 February 2022.",CSO KIO partners,https://progressivevoicemyanmar.org/wp-content/uploads/2022/06/Internet-Shutdown-Athan-May-2022-Eng.pdf,Ended,2/12/2022,1,Precautionary measure,,No,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Unknown,Unknown,,,No,,"A mobile internet shutdown was implemented by the acting military junta from 4:00am to 11:00am local time on Feb. 12, in an effort to curb protests on a holiday promoted by the exiled government.",,APAC
Actual,2/14/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/20(TSTS)of2022.pdf,Ended,2/16/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/20(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Feb. 14 and Feb. 16.,,APAC
Actual,2/17/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/21(TSTS)of2022.pdf,Ended,2/19/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/21(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Feb. 17 and Feb. 19.,,APAC
Actual,2/20/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/22(TSTS)of2022.pdf,Ended,2/22/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/22(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Feb. 20 and Feb. 22.,,APAC
Actual,2/20/2022,Zimbabwe,"It only affected one city, county, or village",Harare,"Shutdown, Throttle",Mobile,"Full network, Service-based",Executive government,,Protests,"Citizens’ Coalition for Change (CCC) “Yellow Sunday” rally held at the Zimbabwe Grounds in Highfield, Harare, was met with throttling of the internet and social media blocks, likely by the ruling Zimbabwe African National Union - Patriotic Front (ZANU-PF)",CSO KIO partners,https://www.newsday.co.zw/theindependent/slider/article/4091/cyberspace-the-new-zim-political-battlefield,Ended,2/20/2022,1,Unknown,"Postal and Telecommunication Regulatory Authority of Zimbabwe (Potraz) director-general Gift Machengete denied the allegations that the internet was throttled, attributing the slowdown to the large number of people at the rally",No,,,,,Yes,Yes,Yes,No,No,,No,No,"Zimbabwe: Econet Wireless, Zimbabwe: Telecel (ZARNet), Zimbabwe: NetOne",No,,,Yes,No,No,,,No,,"Mobile internet was throttled during a political rally in Harare, Zimbabwe on Feb. 20.",,Africa
Actual,2/23/2022,India,"It only affected one city, county, or village","Srinagar, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Political instability,,Other,https://jkhome.nic.in/pdf/23(TSTS)of2022.pdf,Ended,2/25/2022,3,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/23(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Srinagar from 15:00 to 21:00 daily between Feb. 23 and Feb. 25.,,APAC
Actual,2/25/2022,India,"It only affected one city, county, or village","Shopian, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,"Government of Jammu & Kashmir, Home Department",Communal violence,Gunfight between militants and the Indian army.,Other,https://jkhome.nic.in/pdf/24(TSTS)of2022.pdf,Ended,2/25/2022,1,National security/ Counter-terrorism,,Yes,Yes,Government order,https://jkhome.nic.in/pdf/24(TSTS)of2022.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,Mobile internet was suspended in Shopian from 06:45 to 21:00 on Feb. 25.,,APAC
Estimated,2/25/2022,Ukraine,"It only affected one city, county, or village",Irpin,Shutdown,"Broadband, Mobile",Full network,Non-government,Military of the Russian Federation,Conflict,Russian forces cutoff access to the internet along with all other basic services during their occupation,CSO KIO partners,"https://blog.cloudflare.com/internet-traffic-patterns-in-ukraine-since-february-21-2022/, https://www.unian.net/war/voyska-rf-obstrelyali-grazhdanskih-vo-vremya-evakuacii-iz-irpenya-est-zhertvy-smi-novosti-kieva-11731258.html",Ended,3/28/2022,32,Sabotage/ Third-party Action,,No,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Yes,,,No,,The Russian military invading Irpin cutoff internet access during their occupation.,https://www.accessnow.org/stop-internet-shutdowns-in-ukraine/,EECA
Actual,2/26/2022,Russian Federation,"It affected locations in more than one state, province, or region",Nationwide,"Shutdown, Throttle","Broadband, Mobile",Service-based,Executive government,,Information control,Platform blocks began just as Russia invaded Ukraine,CSO KIO partners,"https://ooni.org/post/2022-russia-blocks-amid-ru-ua-conflict/, https://www.businessinsider.com/what-happens-social-media-and-news-go-dark-in-russia-2022-3, https://www.theverge.com/2022/3/14/22976603/russia-bans-instagram-facebook-meta-call-to-violence, https://explorer.ooni.org/chart/mat?probe_cc=RU&test_name=facebook_messenger&since=2022-01-01&until=2022-12-31&axis_x=measurement_start_day",Ongoing,,,Unknown,,No,,,,,Yes,Yes,No,Yes,No,,No,No,,No,,,No,Yes,Yes,,,No,,"Russia implemented platform blocks started with a centralized throttling of Twitter on Feb. 26 and expanded to ordering ISPs to fully block Facebook, Twitter, and Instagram on Mar. 4. These shutdowns endeavored to suppress dissenting opinions about the invasion of Ukraine.",https://www.accessnow.org/digital-rights-ukraine-russia-conflict/,EECA
Estimated,2/27/2022,Ukraine,"It only affected one city, county, or village",Bucha,Shutdown,"Broadband, Mobile",Full network,Non-government,Military of the Russian Federation,Conflict,Russian forces cutoff access to the internet along with all other basic services during their occupation,CSO KIO partners,"https://blog.cloudflare.com/internet-traffic-patterns-in-ukraine-since-february-21-2022/, https://www.facebook.com/bucharada.gov.ua/posts/1822668304606232",Ended,4/1/2022,34,Sabotage/ Third-party Action,,No,,,,,No,No,No,No,No,,Yes,Yes,,Unknown,,,No,Yes,Yes,,,No,,"The Russian military invading Bucha cutoff utilities, communication, and internet access during their occupation.",https://www.accessnow.org/stop-internet-shutdowns-in-ukraine/,EECA
Estimated,3/1/2022,Ukraine,"It only affected one city, county, or village",Mariupol,Shutdown,"Broadband, Mobile",Full network,Non-government,Military of the Russian Federation,Conflict,Russian forces cutoff access to the internet along with all other basic services during their occupation,CSO KIO partners,https://blog.cloudflare.com/internet-traffic-patterns-in-ukraine-since-february-21-2022/; https://www.hrw.org/news/2022/03/07/ukraine-mariupol-residents-trapped-russian-assault,Ended,5/20/2022,81,Sabotage/ Third-party Action,,No,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Yes,,,No,,"The Russian military invading Mariupol cutoff internet access during their occupation, including destroying the last cell tower on Mar. 6.",https://www.accessnow.org/stop-internet-shutdowns-in-ukraine/,EECA
Actual,3/3/2022,Ukraine,"It only affected one city, county, or village",Sumy,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Military of the Russian Federation,Conflict,"Heavy bombardments from Russian forces, with purposeful damage to communications infrastructure, cutoff internet access in Sumy",CSO KIO partners,"https://twitter.com/gatech_ioda/status/1499741053087367169, https://ioda.inetintel.cc.gatech.edu/region/4370?from=1646200800&until=1646632799, https://www.reuters.com/world/europe/ukraine-starts-evacuating-civilians-sumy-irpin-officials-say-2022-03-08/",Ended,3/4/2022,2,Sabotage/ Third-party Action,,No,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,"Russian forces, while heavily bombarding Sumy, hit critical communication infrastructure, causing a partial shutdown between Mar. 3 and Mar. 4 for ~21 hours.",,EECA
Estimated,3/3/2022,Ukraine,"It only affected one city, county, or village",Izium,Shutdown,"Broadband, Mobile",Full network,Non-government,Military of the Russian Federation,Conflict,Russian forces cutoff access to the internet along with all other basic services during their occupation,CSO KIO partners,https://blog.cloudflare.com/internet-traffic-patterns-in-ukraine-since-february-21-2022/; https://en.wikipedia.org/wiki/Battle_of_Izium_(2022); https://www.amnesty.org/en/latest/news/2022/03/ukraine-beleaguered-town-of-izium-at-breaking-point-after-constant-attack-from-russian-forces-new-testimony/; https://zona.media/article/2022/09/21/izyum; https://www.currenttime.tv/a/31753747.html,Ended,9/21/2022,203,Sabotage/ Third-party Action,,No,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Yes,,,No,,The Russian military invading Izium cutoff internet access during their occupation from Mar. 3 until Sept. 10 through the deliberate destruction of civilian infrastructure. Access was slowly being restored as of late Sept.,,EECA
