start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
Actual,1/27/2021,India,"It affected more than one city in the same state, province, or region","State of Haryana (Jhajjar, Sonipat, Palwal)",Shutdown,Mobile,Full network,State government,Haryana Government,Protests,Farmers protests,CSO KIO partners,https://www.medianama.com/2021/01/223-internet-shutdown-haryana-farmer-protests/; https://sflc.in/letter-haryana-government-reconsider-suspension-internet-5-districts,Ended,1/28/2021,2,Precautionary measure,Precautionary measure due to Farmers protests occurring in Delhi,Yes,Yes,The Department of Home Affairs issued an order,https://www.newindianexpress.com/nation/2021/jan/31/haryana-government-extends-suspension-of-mobile-internet-in-14-districts-till-5-pm-on-february-1-2257632.html,"""This order has been issued to prevent any disturbance of peace and public order in the jurisdiction of these districts of Haryana. Any person who will be found guilty of violation of aforesaid order will be liable for legal action under relevant provisions.""",No,No,No,No,No,,Yes,No,,Unknown,,,No,No,No,,,No,,"Internet was suspended in Jhajjhar, Sonipat and Palwal districts in Haryana on 27th January 2021. It was later suspended in 14 new districts in Haryana and the order of shutdown extended in 3 districts. Later, internet shutdown was further extended in the 17 districts till February 3rd.",,APAC
Actual,1/29/2021,India,"It only affected one city, county, or village",Police district of Awantipora in Jammu and Kashmir,Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Political instability,Security forces operation which resulted in an encounter and death of armed militants ,Other,http://jkhome.nic.in/pdf/04(TSTS)2021.pdf,Ended,1/30/2021,2,National security/ Counter-terrorism,Security of the state and maintaining public order.,Yes,Yes,"Yes. The IGP justified the shutdown in national security and maintenance of the public order, considering the encounter among security forces and armed militants, which resulted in the death among the latter. Order -  04(TSTS) of 2021.",http://jkhome.nic.in/pdf/04(TSTS)2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,Unknown,,"A mobile internet shutdown occurred in Police district of awantipora during and after a security forces operation resulting in the killing of three youth, alleged armed militants, in Mandoora Tral, Awantipora.",,APAC
Actual,1/29/2021,India,"It only affected one city, county, or village","District of Pulwama, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Political instability,Security forces operation which resulted in an encounter and death of armed militants ,Other,http://jkhome.nic.in/pdf/05(TSTS)2021.pdf,Ended,1/31/2021,3,Public safety/ Quell unrest / Restore public order,Security of the state and maintaining public order.,Yes,Yes,"Yes. The IGP justified the shutdown in national security and maintenance of the public order, considering the encounter among security forces and armed militants, which resulted in the death among the latter. Order -  05(TSTS) of 2021.",http://jkhome.nic.in/pdf/05(TSTS)2021.pdf,,No,No,No,No,No,,No,No,,No,,,No,Yes,Unknown,,,No,,"A mobile internet shutdown occurred in Pulwama district during and after a security forces operation resulting in the killing of 2 alleged armed militants, in Lelhar, district of Pulwama.",,APAC
Actual,1/29/2021,India,"It affected more than one city in the same state, province, or region","NCT of Delhi (East Delhi, West Delhi)",Shutdown,"Broadband, Mobile",Full network,Executive government,The Union Home Ministry,Protests,,CSO KIO partners,https://www.livemint.com/news/india/delhi-internet-suspended-till-31-jan-at-singhu-ghazipur-tikri-borders-amid-farmers-protest-11611995476567.html,Ended,2/2/2021,5,Public safety/ Quell unrest / Restore public order,"""... it is necessary and expedient to order the temporary suspension of internet services in the areas of Singhu, Ghazipur and Tikri, and their adjoining areas in the NCT of Delhi from 11 pm on January 29 to 11 pm on January 31,"" the Home Ministry order read.",Yes,Yes,Ministry Order,,"""... it is necessary and expedient to order the temporary suspension of internet services in the areas of Singhu, Ghazipur and Tikri, and their adjoining areas in the NCT of Delhi from 11 pm on January 29 to 11 pm on January 31,"" the Home Ministry order read.",No,No,No,No,No,,No,No,,,,,No,Unknown,Unknown,,,Unknown,,"Internet was suspended in Tikri, Gazipur and Singhu border since 29th January 2021 amidst farmers protest. The order was extened again on 31st January 2021 till 2nd Febuary 2021.",https://www.livemint.com/news/india/delhi-internet-suspended-till-31-jan-at-singhu-ghazipur-tikri-borders-amid-farmers-protest-11611995476567.html,APAC
Actual,1/29/2021,India,"It affected more than one city in the same state, province, or region","Fatehabad, Ambala, Bhiwani, Hisar, Jhajjar, Jind, Kaithal, Karnal, Kurukshetra, Yamunanagar, Panipat, Rohtak, Rewari, Sirsa, Sonipat, Palwal, in the state of Haryana",Shutdown,"Broadband, Mobile",Full network,State government,Haryana government,Protests,"The Haryana government on Friday issued an order whereby internet services in 14 districts have been shut down till 5pm on January 30, taking the number of districts with internet shut down to 17. The order said the shutdown would be implemented with immediate effect.",CSO KIO partners,https://www.indiatoday.in/india/story/farmers-protest-internet-services-shut-down-in-haryana-1764008-2021-01-29,Ended,2/6/2021,9,Public safety/ Quell unrest / Restore public order,,Yes,Yes,,,,No,No,No,No,No,,Yes,No,,Unknown,,,No,Unknown,Unknown,,,Unknown,,"It had started with the internet being suspended in Jhajjhar, Sonipat and Palwal districts in Haryana on 27th January 2021. The internet was said to be shut till 5PM on 27th January originally but later the order was extended till 5PM on 28th January 2021. This was extended to many other districts, the total number being 17. The shutdown was completely lifted only after a period of more than 10 days on 6th February 2021 from all districts in Haryana.",,APAC
Actual,2/1/2021,Myanmar,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Military,,Conflict,Military Coup,News media article,https://twitter.com/lawyerpants/status/1356034534408642562; https://twitter.com/DougMadory/status/1356033193187667974; https://graphics.reuters.com/MYANMAR-POLITICS/INTERNET-RESTRICTION/rlgpdbreepo/,Ended,2/1/2021,1,Unknown,,Unknown,,,,,No,No,No,No,No,,Unknown,Yes,"Myanmar: Telenor, Ooredoo, Myanmar Post and Telecommunications, Frontiir",Yes,https://www.telenor.com/media/announcement/statement-on-the-situation-in-myanmar,,No,Yes,Yes,,,No,,The Military sent troops to IPSs and demand the shutdown of mobile and broadband services during the day of the Military coup.  ,https://www.accessnow.org/myanmar-internet-shutdown-military-coup/,APAC
Actual,2/4/2021,Myanmar,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Military,,Conflict,Military coup,CSO KIO partners,https://ooni.org/post/2021-myanmar-internet-blocks-and-outages/#methods,Ongoing,,-44230,Unknown,,Unknown,,,,,Yes,Yes,Yes,Yes,No,,No,No,"Myanmar: Telenor, Ooredoo, Myanmar Post and Telecommunications, Frontiir",Yes,https://www.telenor.com/directive-to-block-social-media-services-twitter-and-instagram-in-myanmar/,,No,Yes,Yes,,,No,,"The Ministry of Communications of Myanmar issued orders to block Facebook, Instragram and Twitter on Feb 3 for the Facebook, and on Feb 5 for other two.",https://www.accessnow.org/update-internet-access-censorship-myanmar/,APAC
Actual,2/5/2021,India,"It affected more than one city in the same state, province, or region","South Kashmir (Anantnag, Shopian, Pulwama, Awantipora)",Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Religious holiday/anniversary,Kashmir Solidarity Day,Other,http://jkhome.nic.in/pdf/06(TSTS)2021.pdf,Ended,2/5/2021,1,Precautionary measure,Precautionary measure due to Kashmir Solidarity day ,Yes,Yes,Yes. The IGP justified the shutdown as a precautionary measure for the maintenance of the public order due to Kashmir Solidarity Day. Order -  06(TSTS) of 2021.,http://jkhome.nic.in/pdf/06(TSTS)2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,No,No,,,Unknown,,The government order a mobile internet shutdown in the districts of South Kashmir as a precautionary measure during the Kashmir Solidarity day.,,APAC
Actual,2/6/2021,India,"It affected more than one city in the same state, province, or region","NCT of Delhi (Gazipur, Singhu, and Tikri)",Shutdown,"Broadband, Mobile",Full network,Executive government,Ministry of Home Affairs,Protests,"The shutdown was ordered in response of the ""chakka jam"", a three- hour protest held by farmers against the frequent orders of suspending internet connection at border areas where farmers had been camping since November",CSO KIO partners,https://www.hindustantimes.com/india-news/chakka-jam-mha-suspends-internet-connection-at-sites-of-farmers-protests-101612604158159.html,Ended,2/6/2021,1,Public safety/ Quell unrest / Restore public order,,Yes,Yes,Ministry Order,https://images.hindustantimes.com/img/2021/02/06/original/or_1612604661189.JPG,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Unknown,Unknown,,,Unknown,,,,APAC
Actual,2/6/2021,Myanmar,"It affected locations in more than one state, province, or region",Countrywide shutdown,Shutdown,"Broadband, Mobile",Full network,Military,Myanmar Ministry of Transport and Communications,Protests,,CSO KIO partners,https://ooni.org/post/2021-myanmar-internet-blocks-and-outages/#methods,Ended,2/7/2021,2,Fake news/ Hate speech/ Incendiary content/ Promoting violence,"The Myanmar Ministry of Transport and Communications (MoTC) has directed all mobile operators to temporarily shut down the data network in Myanmar. Voice and SMS services remain open.

The government also justified it based on political instability, and maintenance of public order: https://www.telenor.com/media/press-release/myanmar-authorities-orders-nationwide-shutdown-of-the-data-network",Yes,Yes,Ministry directive,,,No,No,No,No,No,,No,No,"Myanmar: Telenor, Ooredoo, Myanmar Post and Telecommunications, Frontiir",Yes,https://www.telenor.com/media/press-release/myanmar-authorities-orders-nationwide-shutdown-of-the-data-network,"The Myanmar Ministry of Transport and Communications (MoTC) has directed all mobile operators to temporarily shut down the data network in Myanmar. Voice and SMS services remain open.  In the directive, the MoTC cites legal basis in Myanmar’s Telecommunication Law, and references circulation of fake news, stability of the nation and interest of the public as basis for the order. Telenor Myanmar, as a local company, is bound by local law and needs to handle this irregular and difficult situation. We have employees on the ground and our first priority is to ensure their safety.",No,Yes,Yes,,Protesters ,No,,"The Military government issued orders to block mobile and fixed services on Feb 6 for 30 hours, during protests against the coup.",,APAC
Actual,2/12/2021,Cuba,"It affected more than one city in the same state, province, or region",It affected mobile data services in the whole country,Shutdown,Mobile,Full network,Executive government,"ETECSA, the State-owned telecommunications provider",Unknown,,Social media,"https://twitter.com/DougMadory/status/1360311938039840774; https://twitter.com/ETECSA_Cuba/status/1360309536255594501; https://ioda.caida.org/ioda/dashboard#view=inspect&entity=country/CU&lastView=overview&from=-1d&until=now 
",Ended,2/12/2021,1,Technical problems/ Infrastructure failure,"They said it was a ""technical interruption""",Yes,No,"They didn't acknowledge responsibility over it, and said it was a technical issue",https://twitter.com/ETECSA_Cuba/status/1360309536255594501,,No,No,No,No,No,,Yes,Yes,Cuba: ETECSA,Yes,https://twitter.com/ETECSA_Cuba/status/1360309536255594501,"Informamos a nuestros usuarios que se presentó una interrupción técnica en los servicios de voz, sms y acceso a Internet, los mismos se encuentran restablecidos. Rogamos disculpas por las molestias ocasionadas.",No,No,Unknown,,,No,,,,LAC
Actual,2/14/2021,Myanmar,"It affected locations in more than one state, province, or region",Near country-wide,Shutdown,"Broadband, Mobile",Full network,Military,State Administration Council,Protests,Internet Curfew (1AM to 9AM) has been imposed by the SAC. The Electronic Communication Law has been ‌amended.,CSO KIO partners,https://twitter.com/dbelson/status/1387486012058841092; https://ooni.org/post/2021-myanmar-internet-blocks-and-outages/#outage-on-6th-february-2021,Ended,4/27/2021,73,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Unknown,"Myanmar: Telenor, Ooredoo, Myanmar Post and Telecommunications, Frontiir",Yes,https://www.telenor.com/sustainability/responsible-business/human-rights/mitigate/human-rights-in-myanmar/directives-from-authorities-in-myanmar-february-2021/,,No,Yes,Yes,,,No,,"Mobile and fixed internet were shutdown in a curfew-style from around 1am to 9am, throughout the period of Feb 16 to April 27. On May 17, mobile services (wireless and mobile internet on phones) were shutdown and it is ongoing.",https://www.accessnow.org/update-internet-access-censorship-myanmar/,APAC
Actual,2/18/2021,India,"It only affected one city, county, or village",Shopian district in Jammu and Kashmir,Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Political instability,Security forces operation which resulted in an encounter and death of armed militants. Internet services were suspended in the entire Shopian district ahead of an encounter. ,Other,http://jkhome.nic.in/pdf/08(TSTS)2021.pdf,Ended,2/19/2021,2,National security/ Counter-terrorism,Security of the state and maintaining public order.,Yes,Yes,"Yes. The IGP justified the shutdown in national security and maintenance of the public order, considering the encounter among security forces and armed militants, which resulted in the death among the latter. Order -  08(TSTS) of 2021.",http://jkhome.nic.in/pdf/08(TSTS)2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,Unknown,,"A mobile internet shutdown occurred in Shopian district during and after a security forces operation resulting in the killing of three alleged armed militants, in Badigam, Shopian.",,APAC
Actual,2/22/2021,Gabon,Not sure,,Shutdown,Unknown,Full network,Unknown,,Protests,,Confidential,https://www.defenceweb.co.za/security/civil-security/two-killed-as-gabon-citizens-protest-coronavirus-restrictions/,Ended,,-44248,Unknown,,No,,,,,No,No,No,No,No,,No,No,,No,,,No,Yes,Yes,,,No,,There was a shutdown during protests against government covid-measures.,,Africa
Actual,2/24/2021,India,"It only affected one city, county, or village","District Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Political instability,Security forces operation which resulted in an encounter and death of alleged armed militants ,Other,http://jkhome.nic.in/pdf/09(TSTS)2021.pdf,Ended,2/24/2021,1,National security/ Counter-terrorism,Security of the state and maintaining public order.,Yes,Yes,"Yes. The IGP justified the shutdown in national security and maintenance of the public order, considering the encounter among security forces and armed militants, which resulted in the death among the latter. Order -  09(TSTS) of 2021.",http://jkhome.nic.in/pdf/09(TSTS)2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,Unknown,,"A mobile internet shutdown occurred in Anantnag district during and after a security forces operation resulting in the killing of three alleged armed militants, in Anantnag.",,APAC
Actual,2/24/2021,Iran (Islamic Republic of),"It affected more than one city in the same state, province, or region",Sistan and Baluchistan,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,,CSO KIO partners,https://twitter.com/maasalan/status/1365751866274033665?s=21; https://twitter.com/Ammir/status/1364660934036361217; https://www.accessnow.org/iran-blackout-2021-internet-shutdowns-sistan-baluchistan/;,Ended,2/28/2021,5,Unknown,,No,,,,,No,No,No,No,No,,No,No,,No,,,No,No,No,,,No,,Broadband and mobile services were shutdown in Sistan-Baluchistan after protests.,,MENA
Actual,2/24/2021,Niger,"It affected locations in more than one state, province, or region",,Shutdown,Mobile,Full network,Unknown,,Elections,Mobile internet was shutdown after release of results of the run-off election,News media article,https://www.accessnow.org/niger-election-internet-blackout/; https://twitter.com/DougMadory/status/1364589910888509442; https://ioda.caida.org/@jBP; https://www.fastly.com/blog/impact-of-mobile-internet-disruption-in-niger,Ended,3/5/2021,10,Unknown,,No,,,,,No,No,No,No,No,,No,No,,Unknown,,,Yes,Unknown,Unknown,,,No,,Mobile internet access was shutdown after results of the run-off election in Niger and restored after 10 days.,https://www.accessnow.org/niger-election-internet-blackout/,Africa
Actual,2/27/2021,Chad,"It affected locations in more than one state, province, or region",Ndjamena and some provinces,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,,CSO KIO partners,https://www.aljazeera.com/news/2021/3/1/chad-opposition-leader-quits-presidential-race-after-shootout; https://www.facebook.com/1743317875927798/posts/2809730249286550/?_rdc=1&_rdr,Ended,3/3/2021,5,Unknown,,No,,,,,No,No,No,No,No,,Unknown,Unknown,"Chad: Airtel (Bharti Airtel), Moov Africa Tchad",No,,,Yes,Yes,Yes,,,No,,Mobile and fixed internet were shutdown on Feb 27 during unrests and a clamp down on opposition. Mobile phone services were slow.,,Africa
Actual,3/4/2021,Senegal,"It affected locations in more than one state, province, or region",nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Protests,Senegal restricts internet as protests over rape allegation against opposition leader escalate,CSO KIO partners,https://www.bloomberg.com/news/articles/2021-03-05/senegal-shuts-down-tv-stations-internet-disrupted-amid-protests; https://www.cnn.com/2021/03/05/africa/senegal-protests-rape-charge-intl/index.html; https://www.fastcompany.com/90615398/free-senegal-internet-shutdown-democracy; https://www.fastcompany.com/90615398/free-senegal-internet-shutdown-democracy,Ended,3/5/2021,2,Unknown,,No,,,,,Yes,Unknown,Yes,Unknown,Yes,Youtube,No,No,,No,,,No,Yes,Yes,,,No,,Service-based shutdowns occurred in Senegal amid protests against legal accusations of rape against opposition leader.,,Africa
Actual,3/5/2021,Chad,"It only affected one city, county, or village",the capital city of N'djamena,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,,CSO KIO partners,https://twitter.com/adelph36/status/1367814641657786374?s=20; https://twitter.com/adelph36/status/1368158711911481346?s=20; https://www.alwihdainfo.com/Tchad-coupure-de-l-acces-a-Internet_a101097.html; https://tchadinfos.com/politique/tchad-ndjamena-a-nouveau-deconnectee-dinternet/; ,Ended,3/5/2021,1,Unknown,,No,,,,,No,No,No,No,No,,No,No,,No,,,No,Unknown,Unknown,,,No,,Mobile and broadband internet were shutdown tat the capital city of N'djamena  from period of March 5-6 2021-,,Africa
Actual,3/8/2021,India,"It only affected one city, county, or village","Bhainsa, Telangana",Shutdown,Mobile,Full network,Local government,authorities at Bhainsa town in Nirmal district,Communal violence,"Prohibitory orders were clamped and internet services suspended by the authorities at Bhainsa town in Nirmal district, following communal clashes between two groups on Sunday evening.  Some houses, vehicles, and petty business establishments were damaged in the arson that followed the violence on Sunday. This led the law enforcing authorities to invoke the Temporary Suspension of Telecom Services (Public Emergency or Public Safety Rules 2017) of the Indian Telegraph Act, 1885, to stop locals from sharing videos and photographs of the incidents on online messaging platforms and to contain the issue.",CSO KIO partners,https://www.thehindu.com/news/national/telangana/post-clashes-internet-services-suspended-in-bhainsa/article34020478.ece,Ended,3/8/2021,1,Unknown,,Unknown,,,,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,No,,"Prohibitory orders were clamped and internet services suspended by the authorities at Bhainsa town in Nirmal district, following communal clashes between two groups. ",,APAC
Actual,3/10/2021,Russian Federation,"It affected locations in more than one state, province, or region",National,Throttle,"Broadband, Mobile","Full network, Service-based",Executive government,Roskomnadzor,Other,Pressure Twitter to comply with Government take down orders.,News media article,https://rkn.gov.ru/news/rsoc/news73464.htm; https://www.accessnow.org/russia-throttled-twitter/; https://censoredplanet.org/throttling,Ongoing,,-44264,Illegal content,"Roskomnadzor announced that it would slow down Twitter on “100 percent of mobile services and 50 percent desktop services"" claiming that the social media company did not delete over 3,000 materials the authorities deemed unlawful.",Yes,Yes,,https://rkn.gov.ru/news/rsoc/news73464.htm,,No,Yes,No,No,No,,No,No,,Unknown,,,No,No,No,,,Yes,,"Roskomnadzor announced that it would slow down Twitter on “100 percent of mobile services and 50 percent desktop services"" claiming that the social media company did not delete over 3,000 materials the authorities deemed unlawful. On May 17, Russia announced that it would not block Twitter entirely because the company complied with deleting more than 91% of flagged content.",https://www.accessnow.org/russia-throttled-twitter/,EECA
Actual,3/10/2021,India,"It only affected one city, county, or village","Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Political instability,Security forces operation which resulted in an encounter and death of alleged armed militants. Mobile internet services were snapped in Anantnag district of south Kashmir amid an intermittent gunfight between militants and government forces in Bijbehera area. ,Other,https://thekashmirwalla.com/2021/03/internet-snapped-in-anantnag-amid-gunfight/; https://thekashmirwalla.com/internet-snapped-in-anantnag-amid-gunfight/,Ended,3/11/2021,2,National security/ Counter-terrorism,Security of the state and maintaining public order.,Yes,Yes,"Yes. The IGP justified the shutdown in national security and maintenance of the public order, considering the encounter among security forces and armed militants, which resulted in the death among the latter. Order -  10(TSTS) of 2021.",http://jkhome.nic.in/pdf/10(TSTS)2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,Unknown,,Mobile internet services were snapped in Anantnag district of south Kashmir amid an intermittent gunfight between militants and government forces in Bijbehera area.,,APAC
Actual,3/13/2021,India,"It only affected one city, county, or village","Shopian district, in Jammu and Kashmir",Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Political instability,"Security forces operation which resulted in an encounter and death of alleged armed militants. There was an encounter between the security forces and ""terrorists"", which led the state govt to shut down the internet to avoid them ""communicating with their simpatizers or mobilizing crowds.",Other,http://jkhome.nic.in/pdf/11(TSTS)2021.pdf,Ended,3/15/2021,3,National security/ Counter-terrorism,Security of the state and maintaining public order.,Yes,Yes,"Yes. The IGP justified the shutdown in national security and maintenance of the public order, considering the encounter among security forces and armed militants, which resulted in the death among the latter. Order -  11(TSTS) of 2021.",http://jkhome.nic.in/pdf/11(TSTS)2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,Unknown,,"A mobile internet shutdown occurred in Shopian district during and after a security forces operation resulting in the killing of three alleged armed militants, in Rawalpora, Shopian.",,APAC
Actual,3/14/2021,Oman,"It affected locations in more than one state, province, or region",Entire country,Shutdown,"Broadband, Mobile",Service-based,Executive government,Oman’s Telecommunications Regulatory Authority (TRA),Information control,"Quoting Al Jazeera, ""The chatrooms of Clubhouse, a sort of town square for unfettered discussions of politics and social issues, have provided a window through the censorship. Recent free-flowing exchanges in the region have featured activists from Egypt’s 2011 uprising, feminists in Kuwait, government officials in Libya and even a transgender woman in Saudi Arabia.""",Other,https://www.aljazeera.com/economy/2021/3/15/oman-blocks-clubhouse-app-fueling-regional-censorship-fears,Ongoing,,-44268,Other,"Authorities blocked the social media audio chat platform Clubhouse ""on the grounds of not being licensed to operate""",Yes,Unknown,,,,No,No,No,No,No,Clubhouse,No,No,,,,,No,No,No,,,No,,,https://www.accessnow.org/clubhouse/,MENA
Actual,3/15/2021,Jordan,"It affected locations in more than one state, province, or region",Entire country,Shutdown,"Broadband, Mobile",Service-based,Executive government,Jordanian officials,Protests,Unknown reason. Could be because  many rooms hosted political figures and open political debates.,CSO KIO partners,https://jordanopensource.org/blog/78/blocking-clubhouse-in-jordan-a-quick-analysis-of-internet-censorship-methods-in-use; https://jordanopensource.org/blog/74/josa-in-light-of-the-latest-internet-shutdowns-the-right-to-internet-access-without-restrictions-must-be-ensured; https://www.accessnow.org/jordanprotests/; https://arabic.rt.com/middle_east/1211951-%D8%B1%D9%88%D9%8A%D8%AA%D8%B1%D8%B2-%D8%A7%D9%84%D8%B4%D8%B1%D8%B7%D8%A9-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86%D9%8A%D8%A9-%D8%AA%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D8%A7%D9%84%D8%BA%D8%A7%D8%B2-%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D9%84-%D9%84%D9%84%D8%AF%D9%85%D9%88%D8%B9-%D9%84%D8%AA%D9%81%D8%B1%D9%8A%D9%82-%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A5%D8%BA%D9%84%D8%A7%D9%82/,Ongoing,,-44269,Unknown,,No,,,,,Yes,No,No,No,No,Clubhouse; Facebook Live,No,No,"Jordan: Zain, Orange, VTel and DAMAMAX",Unknown,,,No,Yes,Yes,,,No,,"On March 15 2021, following the anti-lockdown protest, Jordanian officials blocked Clubhouse, an audio-only social media app, on a number of major internet service providers (ISPs). Clubhouse is widely used by activists, public figures and critics to speak about political developments in the country. It however remained blocked as of June 2021, and following this, censorship circumvention tools were also inaccessible.

On the same day, the authorities blocked certain Facebook applications that allow live broadcasting from demonstrations, users and sources within the telecommunications sector told Reuters. The outage lasted several hours.",https://www.accessnow.org/jordanprotests/,MENA
Actual,3/15/2021,Myanmar,"It affected locations in more than one state, province, or region",Countrywide shutdown,Shutdown,Mobile,Full network,Military,Myanmar Junta,Protests,"Following last night's internet curfew in Myanmar, the country's mobile operators are either offline or greatly reduced in connectivity.  According to  @kentikinc  data, Telenor and Ooredoo never came back online.",CSO KIO partners,https://twitter.com/DougMadory/status/1371450173910564870,Ended,4/28/2021,45,Unknown,"As the junta imposes martial law in six townships in Yangon, and five more in Mandalay — bringing the city’s total to 12.",Unknown,,,,,No,No,No,No,No,,Unknown,Unknown,"Myanmar: Mytel, Telenor, Ooredoo, Myanmar Post and Telecommunications",Yes,https://www.telenor.com/sustainability/responsible-business/human-rights/mitigate/human-rights-in-myanmar/directives-from-authorities-in-myanmar-february-2021/,"""Update 15.04.21: It is now a month since the Myanmar authorities ordered a nationwide mobile internet shutdown. The continued internet restrictions have severely impacted the people of Myanmar who rely on the internet for staying connected and informed, and is a lifeline to much needed services such as healthcare and banking for millions of people. The prolonged mobile internet shutdown is also detrimental to the country’s economy and businesses. Telenor Group welcomes and supports the Nordic Embassies in Myanmar’s call for the authorities to immediately reinstate access to the internet, as well as halting all violence and respecting people’s human rights of freedom of assembly and expression.""",No,Yes,Yes,,,No,,"On March 14, Yangon saw “one of its deadliest days of anti-coup protests”, during which approximately 50 people were killed, and, in turn, martial law was imposed in the city. March 15, 2021 — The Myanmar junta’s blocking of mobile internet access across the country is escalating, while the threat of military use of surveillance technology is increasing.",https://www.accessnow.org/update-internet-access-censorship-myanmar/,APAC
Actual,3/16/2021,China,"It affected locations in more than one state, province, or region",Nationwide except for HK SAR,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Information control,,News media article,https://techcrunch.com/2021/03/15/signal-is-down-in-china/ ,Ongoing,,-44270,Unknown,,No,,,,,No,No,No,No,No,Signal,No,No,"China Telecom, China Unicom, China Mobile",,,,No,No,No,,,No,,Signal app was shutdown in China after a surge in downloads in Feb/March.,,APAC
Actual,3/20/2021,Congo,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,,Elections,,CSO KIO partners,https://www.accessnow.org/congo-keepiton-election/; https://twitter.com/accessnow/status/1373657085221740547; https://twitter.com/DougMadory/status/1374729708319965184?s=20,Ended,3/23/2021,4,Unknown,,Unknown,,,,,No,No,No,No,No,,No,No,"Congo: Airtel (Bharti Airtel), Congo: Azur (Bintel), Congo: MTN",No,,,Yes,No,No,,,No,,Congo suffered a full shutdown during its election at March 20 and a few days after.,https://www.accessnow.org/congo-keepiton-election/,Africa
Actual,3/21/2021,India,"It only affected one city, county, or village","District of Shopian, in Jammu and Kashmir",Shutdown,Mobile,Full network,State government,"Inspector General of the Kashmir Police, later confirmed by the Principal Secretary to the Government of J&K",Political instability,Security forces operation which resulted in an encounter and death of alleged armed militants. Mobile Internet services were suspended in Shopian amidst an encounter. ,Other,http://jkhome.nic.in/pdf/12(TSTS)2021.pdf,Ended,3/22/2021,2,National security/ Counter-terrorism,Security of the state and maintaining public order.,Yes,Yes,"Yes. The IGP justified the shutdown in national security and maintenance of the public order, considering the encounter among security forces and armed militants, which resulted in the death among the latter. Order -  12(TSTS) of 2021.",http://jkhome.nic.in/pdf/12(TSTS)2021.pdf,,No,No,No,No,No,,Unknown,Unknown,,Unknown,,,No,Yes,Unknown,,,Unknown,,"A mobile internet shutdown occurred in Shopian district during and after security forces operation resulting in the killing of four alleged armed militants, Manihal, Shopian.",,APAC
